title,url,discounted_price,original_price,User-Agent
Original Xiaomi Ultrathin 5000mAh Polymer Power Bank  EBTPH-361221,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/original-xiaomi-ultrathin-5000mah-polymer-power-bank-p-141662.html,$13.40,$18.88 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"Q88 7"" Android 4.2.2 A23 Dual-core 4GB Tablet PC w/ CPU 1.5GHz ETC-349271",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/q88-7-android-422-a23-dual-core-4gb-tablet-pc-w-cpu-15ghz-p-138540.html,$36.99,$40.58 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
12V G4 3W 400LM 24-LED SMD 2835 LED Light Bulb HLD-252005,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/12v-g4-3w-400lm-24-led-smd-2835-led-light-bulb-p-111786.html,$1.92,$2.58 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"KINGZONE Z1 5.5"" JDI HD Android 4.4 MTK6752 64-bit 4G LTE Phone P089-KZZ1",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/kingzone-z1-55-jdi-hd-android-44-mtk6752-64-bit-4g-lte-phone-p-146391.html,$194.99,$238.13 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"THL T6 Pro 5"" IPS HD MTK6592M Octa Core Android 4.4 3G Phone P05-T6SJ",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/thl-t6-pro-5-ips-hd-mtk6592m-octa-core-android-44-3g-phone-p-137498.html,$99.88,$114.59 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
3-in-1 Gift Pack for Elephone P3000s EPATH-374699,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/3-in-1-gift-pack-for-elephone-p3000s-p-148720.html,$1.29,$1.41 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
XiaoMi 2nd 150Mbps Mini USB Wifi Wireless Router  ECAHP-279362,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/xiaomi-2nd-150mbps-mini-usb-wifi-wireless-router-p-119341.html,$4.04,$10.62 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Summer Sports/Outdoor Patchwork Sexy Tankini Bikini DSW-332562,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/summer-sportsoutdoor-patchwork-sexy-tankini-bikini-p-134511.html,$7.15,$11.42 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"Laude 7"" IPS RK3026 Dual-core 8GB Kid Tablet w/ WiFi ETC-273380",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/laude-7-ips-rk3026-dual-core-8gb-kid-tablet-w-wifi-p-117020.html,$57.48,$120.72 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"ELEPHONE P3000S 5"" JDI OGS MTK6592 8-Core Android 4.4 4G Phone P07-EPP3000S",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/elephone-p3000s-5-jdi-ogs-mtk6592-8-core-android-44-4g-phone-p-142623.html,$148.65,$297.66 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
200pcs Seven Colors Strawberry Seeds Fruits Plant Seeds TDS-378193,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/200pcs-seven-colors-strawberry-seeds-fruits-plant-seeds-p-146015.html,$0.99,$1.37 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
CURREN Brand Design Business Style Sub-dials Quartz Men Watch WWT-377388,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/curren-brand-design-business-style-sub-dials-quartz-men-watch-p-145742.html,$8.39,$38.05 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Fashion New Xiaomi MiBand + Replacement Silicone Miband Bracelet KB-362712,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/fashion-new-xiaomi-miband-replacement-silicone-miband-bracelet-p-142089.html,$18.61,$19.59 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Multifunction LED Reading Glasses Eyeglass Spectacle with Lamp HHI-374123,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/multifunction-led-reading-glasses-eyeglass-spectacle-with-lamp-p-144737.html,$2.40,$7.39 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Sports Armband Case Cover for 4~5.3 inch Cellphones EPASC-298392,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/sports-armband-case-cover-for-453-inch-cellphones-p-125745.html,$3.02,$3.05 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"SJ4000 12MP 1080P FHD 1.5"" LCD Waterpoof Helmet Sports DV EVC-284694",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/sj4000-12mp-1080p-fhd-15-lcd-waterpoof-helmet-sports-dv-p-121698.html,$60.75,$82.38 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Chiffon Blue and White Porcelain Women's National style Scarves DCD-312634,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/chiffon-blue-and-white-porcelain-womens-national-style-scarves-p-128868.html,$1.82,$16.60 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Cycling Sports/Outdoor Terry Patchwork Face Mask DHA-286850,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/cycling-sportsoutdoor-terry-patchwork-face-mask-p-121020.html,$2.72,$3.65 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"TECLAST X98 Air 3G 9.7"" Windows 8.1 Atom Z3736F 3G Tablet PC ETC-350802",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/teclast-x98-air-3g-97-windows-81-atom-z3736f-3g-tablet-pc-p-139027.html,$191.99,$441.63 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"GT08 1.5"" 2.5D OGS HD Screen Dialer NFC Watch Phone P05-WGT08",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/gt08-15-25d-ogs-hd-screen-dialer-nfc-watch-phone-p-146651.html,$59.28,$98.81 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Free Style Back Hooking Sport MP3 FM Radio with TF Card Slot EMP-337670,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/free-style-back-hooking-sport-mp3-fm-radio-with-tf-card-slot-p-136605.html,$4.36,$5.33 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Quick-drying COOLMAX Microfiber Travel Towel Outdoor Cycling SBK-335226,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/quick-drying-coolmax-microfiber-travel-towel-outdoor-cycling-p-135671.html,$3.44,$8.47 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
In-Car Handsfree Talk 3.5mm Car FM Transmitter f Smartphone RFM-224262,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/in-car-handsfree-talk-35mm-car-fm-transmitter-f-smartphone-p-102805.html,$4.73,$7.64 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"CUBOT X9 5"" IPS HD MTK6592M Octa Core Android 4.4 3G Phone P04-CUX9",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/cubot-x9-5-ips-hd-mtk6592m-octa-core-android-44-3g-phone-p-142339.html,$138.70,$148.61 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Teeth Whitening Pen Tooth Brightening Pen Cleaner Brush HBI-113105,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/teeth-whitening-pen-tooth-brightening-pen-cleaner-brush-p-66709.html,$1.86,$4.39 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
3D Creative Quick Drying Big Mouth Long Sleeve Cycling Jersey DCD-351694,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/3d-creative-quick-drying-big-mouth-long-sleeve-cycling-jersey-p-139457.html,$13.91,$35.89 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Cute Mustache Baby Pacifier Dummy Beard Nipples Infant Pacifier HHICB-372968,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/cute-mustache-baby-pacifier-dummy-beard-nipples-infant-pacifier-p-144603.html,$2.69,$3.49 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"ONDA V891 8.9"" Dual OS Z3735F 2GB 32GB Tablet PC w/ Bluetooth ETC-386383",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/onda-v891-89-dual-os-z3735f-2gb-32gb-tablet-pc-w-bluetooth-p-147733.html,$122.99,$240.09 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Bag Animal Zaino Canvas Scuola bello per i bambini DBA-292072,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/lovely-canvas-animal-bag-backpack-school-bag-for-children-baby-p-122607.html,$6.79,$8.21 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
127cm x 30cm DIY 3D Carbon Fiber Vinyl Film Wrap Sticker for Car RFS-226704,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/127cm-x-30cm-diy-3d-carbon-fiber-vinyl-film-wrap-sticker-for-car-p-103686.html,$2.99,$3.60 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"PIPO W2F 8"" Windows 8.1 Atom Z3735F Tablet PC w/ Bluetooth 4.0 ETC-357454",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/pipo-w2f-8-windows-81-atom-z3735f-tablet-pc-w-bluetooth-40-p-140654.html,$106.58,$280.99 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Professional 40m Waterproof Case Xiaomi Yi Sports Camera EVATH-387322,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/professional-40m-waterproof-case-xiaomi-yi-sports-camera-p-148012.html,$21.42,$26.66 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
0.3mm Tempered Glass Screen Protector for Moto G EPASP-383317,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/03mm-tempered-glass-screen-protector-for-moto-g-p-147232.html,$1.81,$2.38 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Sports Wireless Bluetooth V3.0 Music Headsets Headphones w/ Mic EEP-312374,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/sports-wireless-bluetooth-v30-music-headsets-headphones-w-mic-p-129239.html,$8.56,$10.62 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"THL T6S 5.0"" JDI Screen MTK6582 Quad Core Android4.4.2 3G Phone P07-T6S",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/thl-t6s-50-jdi-screen-mtk6582-quad-core-android442-3g-phone-p-133760.html,$75.88,$88.00 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Hollow Leaf Bud Shape Necklace & Earrings with Rhinestones KB-358682,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/hollow-leaf-bud-shape-necklace-earrings-with-rhinestones-p-140955.html,$1.86,$2.11 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Original Xiaomi 16000mAh 2.1A Alloy Power Bank Battery Pack EBTPH-357960,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/original-xiaomi-16000mah-21a-alloy-power-bank-battery-pack-p-140856.html,$27.00,$35.53 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
WLtoys V686G 4CH 5.8GHz RC Quadcopter 2MP Camera Headless Mode TRC-374668,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/wltoys-v686g-4ch-58ghz-rc-quadcopter-2mp-camera-headless-mode-p-144902.html,$103.38,$191.53 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Micro USB DVB-T ISDB-T Digital Mobile Streamer ez TV Tuner ETA-382787,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/micro-usb-dvb-t-isdb-t-digital-mobile-streamer-ez-tv-tuner-p-147163.html,$19.99,$23.99 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"CUBOT S200 5.0"" IPS HD MTK6582 Quad Core Android 4.4.2 3G Phone P07-S200",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/cubot-s200-50-ips-hd-mtk6582-quad-core-android-442-3g-phone-p-140592.html,$100.97,$106.85 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"TECLAST X98 Air 3G 9.7"" Dual OS Z3736F 64GB 3G +Keyboard+Film KB-386770",https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/teclast-x98-air-3g-97-dual-os-z3736f-64gb-3g-keyboardfilm-p-147779.html,$261.99,$343.09 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Original Xiaomi Ants Smart Webcam Wireless Control with App SCM-361254,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/original-xiaomi-ants-smart-webcam-wireless-control-with-app-p-142032.html,$35.15,$79.31 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Android 4.4 8G Quad Core H.265 4K TV Box w WiFi/ Bluetooth/XBMC  ETATH-298010,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/android-44-8g-quad-core-h265-4k-tv-box-w-wifi-bluetoothxbmc-p-125539.html,$72.33,$120.61 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Mini 3 USB Output Car Charger Universal 5.1A Charger  RCG-357720,https://web.archive.org/web/20150510020627/http://www.tinydeal.com/it/mini-3-usb-output-car-charger-universal-51a-charger-p-141372.html,$2.00,$5.72 ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Protective Silicone Back Case Cover for Apple iPhone 5c MSC-246142,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/protective-silicone-back-case-cover-for-apple-iphone-5c-p-109621.html,1.37€,1.49€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
DIY Google Cardboard Virtual Reality 3D Glasses w NFC Headband EDC-343254,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/diy-google-cardboard-virtual-reality-3d-glasses-w-nfc-headband-p-137359.html,4.22€,4.40€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Xiaomi Pistons In-ear Earphone with Mic for Cellphones Tablets EEP-355900,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/xiaomi-pistons-in-ear-earphone-with-mic-for-cellphones-tablets-p-140494.html,16.05€,23.19€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Baofeng Storm II Virtual Reality Adjustable 3D Glasses w Gampad E-377218,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/baofeng-storm-ii-virtual-reality-adjustable-3d-glasses-w-gampad-p-145390.html,37.84€,44.52€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Cheerson CX-10A 4CH 3D Flip Headless 2.4G RC Quadcopter w 6-Axis TRC-366607,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/cheerson-cx-10a-4ch-3d-flip-headless-24g-rc-quadcopter-w-6-axis-p-143048.html,15.49€,21.77€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Women Crew Neck Flounced Sleeve After Open Collar Chiffon Shirt DCD-379145,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/women-crew-neck-flounced-sleeve-after-open-collar-chiffon-shirt-p-146230.html,3.48€,4.44€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Casual Cotton Blend Zipper Up with Button Fashion Hoodie DCD-315222,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/casual-cotton-blend-zipper-up-with-button-fashion-hoodie-p-129577.html,13.74€,27.34€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Original Xiaomi 16000mAh 2.1A Alloy Power Bank Battery Pack EBTPH-357960,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/original-xiaomi-16000mah-21a-alloy-power-bank-battery-pack-p-140856.html,25.07€,32.99€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
4 x CX-10 CX-10A Blades Rotors Spare Parts RC Accessories  TRC-352440,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/4-x-cx-10-cx-10a-blades-rotors-spare-parts-rc-accessories-p-139831.html,0.88€,1.15€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"CHUWI Vi8 8"" Dual OS Z3735F 2G 32GB Tablet PC + Case KB-376842",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/chuwi-vi8-8-dual-os-z3735f-2g-32gb-tablet-pc-case-p-145504.html,109.54€,155.05€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Original Silicone Case for Xiaomi 10400mAh Power Bank EBTPH-364528,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/original-silicone-case-for-xiaomi-10400mah-power-bank-p-142782.html,0.93€,3.39€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"E800 7"" Touch Screen 8GB Ultrathin GPS Navigator - Europe Map RGP-320878",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/e800-7-touch-screen-8gb-ultrathin-gps-navigator-europe-map-p-131764.html,57.00€,65.88€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
QCY QY7 Wireless Bluetooth 4.1 Stereo Sports Earphone with Mic EEP-362375,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/qcy-qy7-wireless-bluetooth-41-stereo-sports-earphone-with-mic-p-142320.html,17.59€,23.96€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"DOOGEE DG800 4.5"" IPS qHD 4-Core Android 4.4 Back Touch Phone P05-DG800",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/doogee-dg800-45-ips-qhd-4-core-android-44-back-touch-phone-p-128619.html,87.99€,104.33€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Tungsten Steel Texture Packed Barbed Fishhook (3-12#) QHF-247918,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/tungsten-steel-texture-packed-barbed-fishhook-3-12-p-109709.html,1.42€,1.83€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"LENOVO A806 5"" IPS HD MTK6592 8-Core Android 4.4 4G LTE Phone P05-A806",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/lenovo-a806-5-ips-hd-mtk6592-8-core-android-44-4g-lte-phone-p-139638.html,147.43€,184.29€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
3D Creative Quick Drying Big Mouth Long Sleeve Cycling Jersey DCD-351694,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/3d-creative-quick-drying-big-mouth-long-sleeve-cycling-jersey-p-139457.html,12.91€,33.32€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"GT08 1.5"" 2.5D OGS HD Screen Dialer NFC Watch Phone P05-WGT08",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/gt08-15-25d-ogs-hd-screen-dialer-nfc-watch-phone-p-146651.html,55.04€,91.74€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
TX-9 mini inseguitore di GPS dell'automobile di GSM GPRS SMS Rea RGP-330083,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/tx-9-mini-car-gps-tracker-gsm-gprs-sms-real-time-tracking-system-p-134235.html,11.78€,15.97€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Cheerson CX-10 Nano RC UFO Quadcopter 4-CH VS Hubsan H111 TRC-307523,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/cheerson-cx-10-nano-rc-ufo-quadcopter-4-ch-vs-hubsan-h111-p-128529.html,16.12€,21.69€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"BOW Bluetooth 3.0 Keyboard for 9.7"" Windows Android IOS Tablet ECA-383128",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/bow-bluetooth-30-keyboard-for-97-windows-android-ios-tablet-p-147067.html,25.66€,65.87€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Retro Style Hollow-out Alloy Butterfly Sweater Vintage Necklace DJA-354011,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/retro-style-hollow-out-alloy-butterfly-sweater-vintage-necklace-p-139960.html,0.81€,1.56€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"ECOO E04 PLUS 5.5"" IPS FHD MTK6752 8-Core Android 4.4 4G Phone P07-3EOE04",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/ecoo-e04-plus-55-ips-fhd-mtk6752-8-core-android-44-4g-phone-p-147000.html,173.81€,210.40€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Masquerade Funny Terror Face Mask Halloween-Random Pattern DCP-340953,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/masquerade-funny-terror-face-mask-halloween-random-pattern-p-136728.html,3.11€,3.39€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"Laude Talk7 Phone 7"" Android 4.2.2 4GB 3G Phablet + Film ETC-274034",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/laude-talk7-phone-7-android-422-4gb-3g-phablet-film-p-118724.html,57.55€,124.02€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
